Ticket_ID,Student_ID,Category,Complaint_Text,Priority,Status,Date_Submitted,Unnamed: 0.1,Unnamed: 0
TCKT0843,S10843,Academic Support and Resources,المحاضرات غير مرتبة بشكل جيد.,High,Open,2025-10-02,,
TCKT0844,S10844,IT,الدعم الفني محدود في أوقات العطل.,Medium,Open,2025-10-04,,
TCKT0845,S10845,Financial Support,بعض الطلاب لا يحصلون على الدعم.,Medium,Open,2025-10-06,,
TCKT0847,S10847,Academic Support and Resources,تمويل المختبرات غير كاف.,Medium,In Progress,2025-10-10,,
TCKT0848,S10848,IT,المشاكل التقنية متكررة.,High,Open,2025-10-12,,
TCKT0849,S10849,Financial Support,التغييرات المفاجئة في الرسوم تسبب لخبطة.,Medium,Open,2025-10-14,,
TCKT0001,S12345,Student Affairs,ايه الموضوع؟ المياه مقطوعة في سكن الزهراء من امبارح والناس كلها بتشتكي، محدش بيرد على الشكاوي.,High,Open,2024-09-12,,
TCKT0002,S23456,Financial Support,المنحة الشهر ده ما وصلتش لحسابي وفلوسي اتأخرت، محتاجين حل بسرعة.,Urgent,In Progress,2024-09-15,,
TCKT0003,S34567,IT,النت في مكتبة الهندسة بيقطع كل شوية، مش قادر أخلص الواجبات.,Medium,Open,2024-09-17,,
TCKT0004,S45678,Academic Support and Resources,مكتب التدريس للرياضيات مسكر ومفيش حد بيرد على الرسايل، محتاج احجز ميعاد.,Low,In Progress,2024-09-18,,
TCKT0005,S56789,Student Affairs,الكنتين في سكن المعادي مفيش أكل نباتي قبل الضهر، الموضوع مضحك أوي.,High,Open,2024-09-19,,
TCKT0006,S67890,Financial Support,فاتورة القسط الجامعي غلط ومكتوبلي مبلغ زيادة، ارجو تعديلها.,Medium,Open,2024-09-20,,
TCKT0007,S78901,IT,حاسب المعمل بيهنج طول الوقت، ماقدرتش أخلص التجربة.,High,In Progress,2024-09-21,,
TCKT0008,S89012,Academic Support and Resources,مكتبة الجامعة مش فاتحة الا لحد 3 العصر، ومضطر ارجع البيت من غير ما أذاكر.,Medium,Resolved,2024-09-22,,
TCKT0009,S90123,Student Affairs,مكيفات سكن الجامعة مش شغالة والشقة حر موت.,High,Open,2024-09-23,,
TCKT0010,S11234,Financial Support,المنحة اتأخرت ومفيش حد بيرد على البريد الإلكتروني، محتاجين حل.,Urgent,In Progress,2024-09-24,,
TCKT0011,S22345,IT,البريد الجامعي مش بيبعت مرفقات للواجبات، حاولت اكتر من مرة.,Medium,In Progress,2024-09-25,,
TCKT0012,S33456,Academic Support and Resources,معمل الكمبيوتر في كلية العلوم مقفل والمساعدة مش متوفرة.,Low,Open,2024-09-26,,
TCKT0013,S44567,Student Affairs,الليفات في سكن الطلبة مش شغالة والناس كلها بتتخانق.,Medium,Open,2024-09-27,,
TCKT0014,S55678,Financial Support,فاتورة السكن فيها خطأ، طالب زيادة عن اللي دفعته.,High,Open,2024-09-28,,
TCKT0015,S66789,IT,الVPN مش شغال ومش قادر اوصل للمواد الدراسية من البيت.,Medium,In Progress,2024-09-29,,
TCKT0016,S77890,Academic Support and Resources,مواعيد التدريس للكمبيوتر كلها محجوزة ومفيش ميعاد فاضي.,Low,Open,2024-09-30,,
TCKT0017,S88901,Student Affairs,الاصوات في سكن الطلبة عالية جدا والناس كلها مش قادرة تذاكر.,Medium,In Progress,2024-10-01,,
TCKT0018,S99012,Financial Support,الدفعة الجامعية اتأخرت والحساب بتاعي مش متحدث.,Medium,Open,2024-10-02,,
TCKT0019,S10123,IT,حاسب المعمل بيعلق طول الوقت، محتاج مساعدة فنية.,High,In Progress,2024-10-03,,
TCKT0020,S11234,Academic Support and Resources,مكتبة الكلية مقفولة قبل الميعاد الرسمي، مضطر ارجع البيت.,Low,Resolved,2024-10-04,,
TCKT0021,S12345,Student Affairs,مكيف السكن مش شغال والجو حر جدا.,High,Open,2024-10-05,,
TCKT0022,S23456,Financial Support,المنحة بتتأخر كل شهر ومفيش حد بيرد على الاستفسارات.,Urgent,In Progress,2024-10-06,,
TCKT0023,S34567,IT,برنامج المحاكاة مش شغال في المعمل، محتاج دعم.,Medium,In Progress,2024-10-07,,
TCKT0024,S45678,Academic Support and Resources,الاونلاين بوربوينت بتاع المحاضرة مش متاح، محتاجين نحل المشكلة.,Low,Open,2024-10-08,,
TCKT0025,S56789,Student Affairs,الكافتيريا خلصت كل الأكل النباتي قبل الضهر، مفيش خيار للطلبة.,Medium,Open,2024-10-09,,
TCKT0026,S67890,Financial Support,فاتورة السكن مكتوب فيها مبلغ زيادة عن الطبيعي، ارجو التدخل.,High,Open,2024-10-10,,
TCKT0027,S78901,IT,حاسب المعمل بيهنج طول الوقت، ومش قادر انهي التمرين.,Medium,In Progress,2024-10-11,,
TCKT0028,S89012,Academic Support and Resources,مكتبة الجامعة مش بتفتح بدري، مضطر ارجع البيت.,Low,Resolved,2024-10-12,,
TCKT0029,S90123,Student Affairs,الحرارة في السكن لا تطاق والمكيفات معطلة.,High,Open,2024-10-13,,
TCKT0030,S11234,Financial Support,المنحة اتأخرت ومفيش متابعة من الإدارة.,Urgent,In Progress,2024-10-14,,
TCKT0031,S22345,IT,البريد الجامعي مش بيرسل المرفقات، الموضوع مضيعني.,Medium,In Progress,2024-10-15,,
TCKT0032,S33456,Academic Support and Resources,معمل الكمبيوتر مقفل ومفيش حد بيرد.,Low,Open,2024-10-16,,
TCKT0033,S44567,Student Affairs,الليفات في السكن مش شغالة والناس كلها مضايقة.,Medium,Open,2024-10-17,,
TCKT0034,S55678,Financial Support,فاتورة السكن فيها خطأ وده مضيعني.,High,Open,2024-10-18,,
TCKT0035,S66789,IT,الVPN مش شغال ومفيش حل.,Medium,In Progress,2024-10-19,,
TCKT0036,S77890,Academic Support and Resources,مواعيد التدريس كلها محجوزة ومفيش ميعاد فاضي.,Low,Open,2024-10-20,,
TCKT0037,S88901,Student Affairs,الاصوات في السكن عالية ومفيش حد بيرد.,Medium,In Progress,2024-10-21,,
TCKT0038,S99012,Financial Support,الدفعة الجامعية اتأخرت ومفيش متابعة.,Medium,Open,2024-10-22,,
TCKT0039,S10123,IT,حاسب المعمل بيعلق ومش قادر اكمل.,High,In Progress,2024-10-23,,
TCKT0040,S11234,Academic Support and Resources,مكتبة الكلية مقفولة قبل الميعاد الرسمي، الموضوع مضيعني.,Low,Resolved,2024-10-24,,
TCKT0042,S23456,Financial Support,المنحة بتتأخر كل شهر ومفيش متابعة.,Urgent,In Progress,2024-10-26,,
TCKT0043,S34567,IT,برنامج المحاكاة مش شغال، محتاج مساعدة.,Medium,In Progress,2024-10-27,,
TCKT0044,S45678,Academic Support and Resources,الاونلاين بوربوينت بتاع المحاضرة مش متاح، محتاج حل.,Low,Open,2024-10-28,,
TCKT0045,S56789,Student Affairs,الكافتيريا خلصت كل الأكل النباتي قبل الضهر.,Medium,Open,2024-10-29,,
TCKT0046,S67890,Financial Support,فاتورة السكن فيها مبلغ زيادة، ارجو تعديل.,High,Open,2024-10-30,,
TCKT0047,S78901,IT,حاسب المعمل بيهنج طول الوقت، مضيعني.,Medium,In Progress,2024-10-31,,
TCKT0051,S12345,IT,النت في المعمل بيقطع كل شوية ومش قادر أخلص المشروع.,Medium,Open,2024-11-04,,
TCKT0052,S23456,Student Affairs,الحمامات في السكن مش نضيفة والناس كلها متضايقة.,High,In Progress,2024-11-05,,
TCKT0053,S34567,Financial Support,المنحة الشهر ده متأخرة وده مأثر على مصاريفي.,Urgent,Open,2024-11-06,,
TCKT0054,S45678,Academic Support and Resources,مكتبة الكلية فاتحة ساعات قليلة ومفيش مكان أذاكر فيه.,Low,Resolved,2024-11-07,,
TCKT0055,S56789,IT,حاسوب المعمل بطئ جدًا ومش قادر أشغل البرامج.,Medium,In Progress,2024-11-08,,
TCKT0056,S67890,Student Affairs,المكيفات في السكن مش شغالة والجو حر موت.,High,Open,2024-11-09,,
TCKT0057,S78901,Financial Support,فاتورة القسط الجامعي فيها خطأ والمبلغ مش مظبوط.,High,In Progress,2024-11-10,,
TCKT00558,S89012,Academic Support and Resources,مواعيد المعمل كلها محجوزة ومفيش ميعاد فاضي.,Low,Open,2024-11-11,,
TCKT0059,S90123,IT,البريد الجامعي مش بيستقبل المرفقات ومضيعني.,Medium,Open,2024-11-12,,
TCKT0060,S11234,Student Affairs,الكنتين مخلص الأكل النباتي بدري ومفيش بديل.,Medium,Open,2024-11-13,,
TCKT0061,S12345,Financial Support,المنحة اتأخرت ومفيش حد بيرد على الاستفسارات.,Urgent,In Progress,2024-11-14,,
TCKT0063,S34567,IT,الVPN مش شغال ومش قادر اوصل للموقع الجامعي.,Medium,In Progress,2024-11-16,,
TCKT0065,S56789,Financial Support,فاتورة السكن فيها مبلغ زيادة، ارجو تعديلها.,High,In Progress,2024-11-18,,
TCKT0066,S67890,Academic Support and Resources,مكتبة الجامعة مقفولة قبل الميعاد الرسمي، مضطر ارجع البيت.,Low,Resolved,2024-11-19,,
TCKT0067,S78901,IT,حاسب المعمل بيهنج طول الوقت ومش قادر انهي الواجب.,Medium,In Progress,2024-11-20,,
TCKT0068,S89012,Student Affairs,الحرارة في السكن لا تطاق والمكيفات مش شغالة.,High,Open,2024-11-21,,
TCKT0069,S90123,Financial Support,المنحة مش وصلت وده مأثر على مصاريفي الشهرية.,Urgent,In Progress,2024-11-22,,
TCKT0070,S11234,Academic Support and Resources,مكتب التدريس للفيزياء مسكر ومفيش حد بيرد.,Low,Open,2024-11-23,,
TCKT0071,S12345,IT,النت مش ثابت ومضيعني في التسليمات.,Medium,Open,2024-11-24,,
TCKT0072,S23456,Student Affairs,المرافق في السكن متوقفة والطلاب مضايقين.,High,In Progress,2024-11-25,,
TCKT0073,S34567,Financial Support,فاتورة القسط فيها خطأ، محتاج تعديل سريع.,High,Open,2024-11-26,,
TCKT0074,S45678,Academic Support and Resources,معمل الكمبيوتر مش شغال ومفيش دعم فني.,Low,Resolved,2024-11-27,,
TCKT0075,S56789,IT,برنامج المحاكاة مش راضي يشتغل ومضيعني.,Medium,In Progress,2024-11-28,,
TCKT0076,S67890,Student Affairs,الكنتين خلص الأكل بسرعة ومفيش بديل.,Medium,Open,2024-11-29,,
TCKT0078,S89012,Academic Support and Resources,الاونلاين بوربوينت مش متاح، محتاجين حل.,Low,Open,2024-12-01,,
TCKT0080,S11234,Student Affairs,المكيفات في السكن معطلة والجو حر جدا.,High,Open,2024-12-03,,
TCKT0081,S12345,Financial Support,فاتورة السكن فيها زيادة عن الطبيعي، محتاج تعديل.,High,In Progress,2024-12-04,,
TCKT0082,S23456,Academic Support and Resources,مكتبة الكلية مقفولة بدري، مضطر ارجع البيت.,Low,Resolved,2024-12-05,,
TCKT0083,S34567,IT,الVPN مش شغال ومش قادر اوصل للمواد.,Medium,In Progress,2024-12-06,,
TCKT0084,S45678,Student Affairs,الليفات في السكن مش شغالة والطلاب مضايقين.,High,Open,2024-12-07,,
TCKT0085,S56789,Financial Support,المنحة متأخرة ومفيش متابعة من الإدارة.,Urgent,In Progress,2024-12-08,,
TCKT0087,S78901,IT,حاسب المعمل بيهنج طول الوقت ومضيعني.,Medium,In Progress,2024-12-10,,
TCKT0089,S90123,Financial Support,المنحة مش وصلت ومفيش متابعة، ده مأثر على مصاريفي.,Urgent,In Progress,2024-12-12,,
TCKT0090,S11234,Academic Support and Resources,مكتب التدريس مسكر ومفيش حد بيرد على الاستفسارات.,Low,Resolved,2024-12-13,,
TCKT0091,S12345,IT,النت في المعمل بيقطع ومش قادر أخلص المشروع.,Medium,Open,2024-12-14,,
TCKT0092,S23456,Student Affairs,الحمامات في السكن مش نضيفة والطلاب متضايقين.,High,In Progress,2024-12-15,,
TCKT0094,S45678,Academic Support and Resources,مكتبة الكلية مش فاتحة بدري ومضطر ارجع البيت.,Low,Resolved,2024-12-17,,
TCKT0095,S56789,IT,حاسوب المعمل بطئ جدًا ومضيعني.,Medium,In Progress,2024-12-18,,
TCKT0096,S67890,Student Affairs,المكيفات في السكن مش شغالة والجو حر جدا.,High,Open,2024-12-19,,
TCKT0151,S12345,Financial Support,المصاريف زادت فجأة ومفيش أي إعلان عن الزيادة.,High,Open,2025-02-12,,
TCKT0152,S23456,Student Affairs,المصعد في العمارة معطل والطلاب مضايقين.,Medium,In Progress,2025-02-13,,
TCKT0153,S34567,Academic Support and Resources,الملفات اللي محتاجها للمشروع مش موجودة في المكتبة.,Low,Resolved,2025-02-14,,
TCKT0154,S45678,IT,الشبكة مش ثابتة والواي فاي دايمًا بيقطع.,Medium,Open,2025-02-15,,
TCKT0155,S56789,Financial Support,المنحة اتأخرت ومضطر أسحب من حسابي الشخصي.,Urgent,In Progress,2025-02-16,,
TCKT0156,S67890,Student Affairs,الحمامات في السكن مش نظيفة والريحة وحشة.,High,Open,2025-02-17,,
TCKT0157,S78901,Academic Support and Resources,المعمل اللي محتاجه محجوز طول اليوم ومفيش ميعاد.,Low,Open,2025-02-18,,
TCKT0158,S89012,IT,حاسب المعمل بيهنج وبيضيعلي كل البيانات.,Medium,In Progress,2025-02-19,,
TCKT0159,S90123,Financial Support,فاتورة السكن الشهر ده فيها خطأ ومحتاج تصحيح.,High,Open,2025-02-20,,
TCKT0160,S11234,Student Affairs,المكيفات مش شغالة في كل الغرف والجو حر.,Medium,In Progress,2025-02-21,,
TCKT0161,S12345,Academic Support and Resources,مكتب الاستشارة الأكاديمية مش بيرد على أي استفسار.,Low,Resolved,2025-02-22,,
TCKT0162,S23456,IT,البريد الجامعي مش بيقبل المرفقات الكبيرة.,Medium,Open,2025-02-23,,
TCKT0163,S34567,Financial Support,المصاريف متأخرة واللي محتاجه مش قادر أخلصه.,Urgent,In Progress,2025-02-24,,
TCKT0164,S45678,Student Affairs,الكنتين خلص الأكل بسرعة والطلاب مضايقين.,High,Open,2025-02-25,,
TCKT0165,S56789,Academic Support and Resources,الاونلاين بتاع المحاضرات متأخر ومش متاح.,Low,Resolved,2025-02-26,,
TCKT0166,S67890,IT,النت في المعمل ضعيف جدًا ومش قادر أشتغل على المشروع.,Medium,In Progress,2025-02-27,,
TCKT0167,S78901,Financial Support,المنحة متأخرة وده مأثر على المصاريف اليومية.,High,Open,2025-02-28,,
TCKT0168,S89012,Student Affairs,المقاعد في السكن قليلة ومفيش أماكن كافية.,Medium,Open,2025-03-01,,
